col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Sports,631,416,Clothing,210,437,Sports,2,554,Sports,292,945,Clothing,534,342,Clothing,895,247,Home,845,287,Books,761,940,Books,415,396,Books,437,245,Books,896,121,Clothing,374,269,Home,996,664,Home,610,616,Clothing,521,124,Home,501,188,Electronics,952
Books,325,732,Clothing,54,592,Books,750,97,Books,942,621,Clothing,503,312,Clothing,824,482,Clothing,91,286,Electronics,203,80,Clothing,755,851,Home,32,70,Home,968,943,Books,457,175,Books,49,911,Home,228,718,Clothing,862,533,Sports,987,719,Home,903
Electronics,901,395,Books,616,146,Clothing,759,167,Sports,312,769,Electronics,638,478,Books,172,866,Home,17,19,Sports,467,74,Books,834,130,Books,816,537,Home,27,366,Books,835,545,Sports,863,897,Sports,175,572,Electronics,854,128,Electronics,257,367,Home,810
Electronics,228,938,Books,152,885,Electronics,571,198,Sports,308,659,Books,96,848,Sports,919,742,Books,178,150,Clothing,156,985,Clothing,981,783,Clothing,393,738,Books,135,125,Sports,382,670,Sports,750,818,Home,398,857,Clothing,614,25,Clothing,998,362,Home,857
Electronics,145,151,Home,410,737,Books,36,615,Sports,822,706,Home,908,964,Home,582,39,Home,388,413,Electronics,751,390,Home,111,363,Books,247,452,Home,730,55,Electronics,46,15,Sports,931,181,Home,126,101,Sports,685,807,Clothing,414,794,Electronics,1
Books,949,798,Sports,10,227,Home,744,440,Electronics,824,442,Home,542,882,Home,635,944,Home,195,147,Clothing,998,808,Home,896,442,Electronics,565,978,Home,930,272,Electronics,129,80,Clothing,496,896,Clothing,495,10,Electronics,741,880,Books,100,797,Clothing,280
Home,308,265,Books,957,382,Clothing,8,559,Home,885,343,Books,5,500,Electronics,144,985,Home,379,214,Books,215,443,Electronics,67,380,Sports,152,623,Electronics,956,854,Electronics,298,20,Electronics,435,985,Home,629,117,Home,683,617,Sports,822,180,Books,421
Electronics,654,220,Clothing,552,180,Sports,161,678,Clothing,630,237,Electronics,194,857,Electronics,195,419,Books,749,506,Books,298,31,Home,833,405,Home,602,572,Clothing,159,511,Electronics,392,292,Electronics,604,687,Books,187,510,Clothing,589,589,Clothing,655,493,Sports,346
Sports,634,216,Clothing,556,536,Sports,801,530,Books,626,584,Clothing,891,551,Home,987,702,Clothing,302,888,Electronics,175,385,Clothing,787,820,Electronics,319,964,Sports,649,994,Electronics,902,617,Electronics,415,284,Sports,814,706,Sports,955,516,Clothing,635,224,Clothing,309
Electronics,285,315,Clothing,880,99,Clothing,452,514,Books,532,226,Electronics,198,234,Home,139,660,Clothing,531,176,Electronics,93,142,Sports,684,803,Books,257,81,Books,728,708,Home,784,835,Clothing,527,602,Books,325,648,Clothing,872,669,Books,245,801,Electronics,331
Home,392,668,Sports,268,391,Clothing,530,617,Electronics,229,126,Books,619,685,Sports,899,351,Home,769,565,Clothing,754,116,Clothing,778,704,Clothing,478,797,Books,55,783,Books,338,303,Electronics,199,461,Electronics,552,720,Clothing,587,975,Books,490,443,Home,753
Books,738,216,Electronics,790,270,Clothing,576,102,Clothing,513,260,Electronics,619,304,Home,663,238,Books,72,459,Electronics,266,846,Home,320,759,Electronics,518,937,Clothing,735,765,Electronics,265,720,Clothing,40,907,Electronics,156,460,Electronics,310,110,Clothing,937,328,Sports,966
Electronics,360,335,Books,667,946,Electronics,573,182,Books,791,904,Books,419,319,Electronics,238,187,Home,66,292,Home,543,334,Books,379,839,Books,713,233,Sports,822,333,Electronics,535,568,Sports,505,412,Home,882,536,Books,38,816,Books,109,603,Home,684
Electronics,769,359,Electronics,451,94,Sports,83,721,Clothing,806,539,Electronics,586,535,Electronics,615,44,Books,52,531,Electronics,830,497,Clothing,977,66,Sports,522,410,Home,486,201,Electronics,670,487,Clothing,501,118,Home,321,300,Sports,295,307,Home,998,253,Electronics,972
Sports,797,626,Sports,594,792,Sports,10,856,Clothing,20,538,Sports,336,366,Books,584,950,Books,248,115,Books,917,815,Books,168,281,Electronics,404,262,Sports,850,458,Books,623,61,Electronics,202,641,Home,438,655,Clothing,969,688,Books,267,793,Books,965
Sports,932,161,Books,197,463,Electronics,434,414,Home,260,353,Home,48,301,Home,81,217,Clothing,739,388,Books,243,864,Sports,943,875,Sports,62,668,Sports,507,546,Books,562,844,Clothing,178,6,Clothing,479,924,Books,299,141,Sports,512,616,Books,260
Electronics,947,815,Home,398,781,Books,618,491,Electronics,755,811,Sports,470,898,Sports,512,119,Electronics,515,655,Clothing,570,373,Home,946,103,Home,234,631,Electronics,203,170,Electronics,675,489,Books,34,343,Sports,886,4,Electronics,30,327,Sports,449,940,Books,993
Electronics,165,610,Books,921,659,Sports,233,216,Sports,892,616,Books,947,992,Clothing,970,378,Electronics,209,768,Electronics,212,695,Sports,194,796,Clothing,844,99,Sports,950,364,Sports,804,180,Clothing,319,603,Sports,789,235,Electronics,846,691,Clothing,162,559,Home,930
Sports,733,511,Books,52,285,Books,222,772,Sports,614,877,Home,590,3,Electronics,474,186,Sports,255,703,Books,715,985,Clothing,887,104,Books,329,213,Electronics,89,594,Books,44,16,Electronics,775,430,Clothing,241,765,Electronics,760,535,Sports,533,466,Home,953
Home,581,918,Books,735,22,Books,790,519,Books,197,40,Sports,488,247,Clothing,671,989,Sports,940,902,Home,261,912,Home,737,26,Home,547,451,Electronics,723,845,Clothing,153,391,Electronics,11,97,Electronics,150,943,Clothing,31,479,Electronics,404,649,Home,10
Clothing,821,157,Books,469,2,Books,551,719,Books,390,690,Electronics,656,789,Electronics,232,754,Electronics,755,382,Sports,518,692,Books,556,534,Home,950,930,Sports,814,413,Sports,683,290,Home,552,215,Electronics,586,901,Home,212,133,Books,586,376,Books,390
Clothing,224,162,Books,368,103,Sports,870,569,Electronics,703,451,Electronics,48,264,Sports,917,564,Clothing,256,725,Electronics,191,762,Sports,978,796,Home,44,416,Sports,723,113,Books,475,473,Home,153,252,Clothing,20,370,Electronics,798,808,Electronics,140,185,Clothing,842
Electronics,124,42,Sports,374,973,Home,321,542,Home,346,713,Home,935,487,Clothing,410,434,Sports,615,961,Home,695,497,Electronics,914,669,Clothing,657,650,Clothing,688,347,Home,822,561,Sports,938,27,Books,859,359,Books,190,3,Home,954,252,Electronics,645
Sports,948,180,Books,59,36,Books,798,251,Books,641,202,Books,129,516,Books,52,942,Electronics,31,126,Home,950,202,Clothing,54,726,Home,703,687,Sports,642,452,Sports,820,753,Books,334,31,Clothing,644,174,Clothing,708,291,Electronics,267,123,Sports,609
Books,344,303,Sports,294,806,Home,645,733,Books,128,541,Sports,381,219,Sports,572,482,Clothing,266,260,Clothing,723,309,Home,960,774,Electronics,685,924,Books,191,58,Clothing,481,309,Home,684,399,Home,148,62,Home,548,38,Home,214,57,Sports,604
Books,851,330,Books,788,274,Electronics,755,753,Clothing,114,341,Books,528,548,Electronics,352,906,Sports,74,80,Clothing,690,752,Sports,235,148,Home,236,449,Clothing,802,452,Sports,643,156,Electronics,726,297,Electronics,867,127,Clothing,416,418,Clothing,549,639,Books,874
Clothing,524,563,Books,846,51,Home,879,684,Electronics,959,247,Electronics,532,824,Home,847,275,Sports,82,252,Clothing,61,176,Clothing,577,429,Books,65,524,Clothing,407,957,Home,679,229,Home,888,492,Books,761,296,Clothing,992,444,Clothing,792,411,Home,628
Home,52,764,Sports,788,143,Home,282,245,Sports,207,117,Clothing,416,752,Clothing,347,123,Electronics,182,733,Sports,599,142,Books,701,785,Home,200,874,Electronics,250,327,Sports,87,610,Home,419,239,Electronics,284,365,Books,828,800,Sports,798,112,Clothing,481
Clothing,129,429,Books,952,896,Clothing,120,205,Electronics,848,382,Clothing,386,624,Home,63,103,Sports,615,410,Books,695,346,Electronics,325,310,Books,791,538,Books,931,931,Clothing,353,877,Electronics,203,262,Books,210,774,Sports,661,89,Sports,306,303,Clothing,809
Electronics,135,350,Clothing,869,483,Books,63,488,Sports,855,938,Books,59,329,Electronics,189,139,Clothing,436,640,Clothing,271,553,Books,837,284,Electronics,161,244,Home,467,228,Home,33,925,Home,613,560,Sports,395,926,Books,961,25,Clothing,450,548,Clothing,589
Home,657,120,Books,110,948,Sports,686,743,Clothing,105,242,Electronics,763,840,Clothing,598,424,Electronics,314,96,Home,163,992,Sports,267,980,Books,184,885,Clothing,384,253,Home,261,514,Home,721,38,Clothing,593,249,Clothing,183,531,Clothing,866,295,Books,638
Books,127,75,Home,542,17,Clothing,543,925,Home,726,786,Electronics,443,590,Clothing,806,40,Clothing,965,340,Sports,576,561,Home,545,84,Home,993,683,Clothing,481,131,Clothing,164,773,Books,733,475,Home,933,87,Sports,909,850,Electronics,264,620,Electronics,794
Sports,738,674,Sports,107,880,Home,743,858,Sports,950,337,Clothing,470,821,Clothing,91,36,Sports,198,65,Electronics,673,233,Electronics,677,954,Clothing,192,130,Books,823,803,Clothing,505,727,Clothing,398,763,Home,393,928,Sports,375,481,Electronics,157,248,Clothing,661
Sports,939,661,Books,297,589,Electronics,169,36,Clothing,709,247,Clothing,261,113,Sports,979,343,Clothing,186,81,Books,47,179,Clothing,880,544,Clothing,997,917,Electronics,397,122,Clothing,311,373,Books,866,26,Clothing,641,270,Home,863,266,Books,267,69,Clothing,778
Electronics,71,123,Books,852,278,Sports,652,99,Home,171,661,Sports,194,230,Sports,776,183,Home,543,260,Home,595,908,Clothing,584,925,Sports,867,775,Books,361,859,Sports,26,773,Books,212,574,Books,395,615,Electronics,498,954,Books,249,194,Books,614
Clothing,273,653,Sports,839,635,Electronics,273,369,Clothing,261,963,Sports,241,707,Sports,362,556,Books,164,100,Clothing,989,265,Electronics,578,910,Home,590,608,Home,499,254,Home,707,50,Electronics,728,635,Home,317,263,Sports,776,689,Books,963,611,Electronics,886
Electronics,187,182,Electronics,831,438,Home,658,944,Home,966,830,Clothing,167,948,Sports,639,230,Sports,270,548,Sports,15,722,Sports,721,553,Sports,397,278,Electronics,317,235,Electronics,541,557,Sports,651,355,Sports,416,175,Electronics,218,830,Sports,97,952,Home,697
Sports,3,921,Clothing,965,436,Electronics,706,915,Books,322,411,Books,44,749,Electronics,640,985,Home,737,980,Sports,116,194,Home,239,719,Home,412,9,Books,488,94,Clothing,667,614,Sports,374,418,Home,166,980,Electronics,122,868,Books,233,568,Sports,91
Books,285,890,Clothing,95,384,Clothing,369,959,Home,778,96,Home,169,394,Books,283,940,Books,733,338,Electronics,658,133,Books,983,793,Electronics,825,942,Sports,792,454,Clothing,719,949,Electronics,35,899,Sports,307,941,Electronics,741,15,Home,623,159,Home,367
Sports,22,789,Books,797,981,Electronics,472,258,Sports,886,106,Electronics,864,225,Electronics,933,369,Electronics,83,999,Books,742,450,Home,467,109,Books,321,90,Clothing,599,387,Books,289,379,Electronics,372,310,Clothing,814,638,Clothing,119,286,Home,259,233,Sports,852
Home,166,257,Sports,719,858,Clothing,860,501,Home,164,221,Electronics,889,949,Clothing,802,685,Books,202,260,Electronics,986,726,Electronics,240,314,Books,181,886,Home,313,70,Home,982,118,Sports,70,860,Sports,202,393,Home,426,237,Clothing,959,71,Electronics,313
Sports,310,954,Home,985,686,Books,756,654,Electronics,238,175,Electronics,574,376,Sports,157,981,Electronics,599,717,Books,722,130,Sports,531,688,Clothing,423,326,Sports,679,467,Clothing,422,637,Sports,299,2,Home,182,896,Books,43,852,Books,884,745,Sports,700
Sports,875,837,Books,845,132,Sports,295,720,Home,675,477,Sports,75,146,Clothing,699,742,Home,937,634,Electronics,918,834,Home,116,513,Clothing,801,744,Books,482,628,Electronics,731,357,Books,620,170,Books,360,813,Electronics,759,21,Books,45,941,Books,51
Home,477,757,Clothing,684,263,Electronics,74,625,Clothing,941,538,Clothing,794,934,Sports,803,510,Books,136,755,Home,3,627,Clothing,227,186,Books,139,281,Electronics,275,967,Sports,45,683,Home,660,147,Home,336,476,Books,592,420,Books,6,287,Clothing,971
Clothing,498,598,Books,472,394,Clothing,879,612,Sports,535,905,Sports,51,283,Home,361,703,Sports,216,282,Books,882,217,Books,837,441,Sports,722,404,Home,695,506,Sports,221,536,Electronics,449,36,Electronics,327,630,Clothing,428,420,Clothing,329,345,Home,811
Sports,434,583,Sports,79,783,Home,929,104,Books,702,603,Clothing,607,926,Home,600,731,Home,582,308,Home,514,533,Books,428,23,Home,995,70,Electronics,689,16,Sports,613,95,Home,180,336,Books,197,475,Clothing,943,482,Sports,718,160,Electronics,654
Electronics,758,269,Home,984,922,Home,984,479,Books,303,379,Books,463,74,Sports,432,770,Books,869,947,Home,457,668,Sports,999,875,Books,1,731,Electronics,538,241,Books,835,794,Clothing,775,262,Electronics,473,994,Sports,721,491,Electronics,350,857,Home,717
Sports,234,493,Electronics,250,208,Clothing,459,240,Clothing,912,396,Sports,396,296,Home,831,134,Clothing,91,955,Clothing,373,443,Books,662,179,Clothing,760,838,Clothing,67,599,Clothing,856,913,Sports,859,363,Clothing,489,728,Clothing,474,918,Home,951,481,Home,862
Electronics,837,180,Home,730,808,Sports,648,368,Books,165,528,Clothing,758,104,Sports,322,739,Clothing,928,841,Books,427,941,Electronics,457,66,Home,624,461,Sports,172,449,Clothing,892,414,Clothing,27,978,Clothing,845,991,Sports,877,977,Home,441,82,Sports,583
Home,670,791,Books,339,226,Books,603,753,Sports,938,815,Books,730,654,Books,680,329,Electronics,43,149,Sports,429,716,Clothing,524,767,Clothing,655,234,Books,238,554,Electronics,408,857,Books,814,148,Clothing,457,262,Books,36,992,Sports,737,543,Books,337
Sports,663,149,Clothing,57,701,Books,538,291,Clothing,419,56,Sports,943,687,Clothing,367,276,Home,670,190,Clothing,734,180,Clothing,314,81,Books,155,308,Home,730,993,Books,427,891,Clothing,337,544,Clothing,261,195,Books,228,343,Home,40,63,Books,20
Home,725,518,Sports,920,465,Sports,588,982,Sports,240,834,Electronics,305,703,Electronics,144,439,Clothing,175,528,Clothing,876,173,Clothing,750,914,Clothing,872,286,Electronics,341,714,Clothing,659,853,Electronics,957,255,Home,78,603,Home,978,413,Sports,403,475,Sports,501
Home,376,148,Books,147,358,Electronics,547,149,Books,552,563,Books,331,903,Electronics,881,500,Books,250,410,Home,905,414,Clothing,747,894,Clothing,321,925,Books,624,413,Clothing,924,396,Sports,9,464,Home,275,394,Home,567,558,Home,692,593,Clothing,103
Clothing,730,844,Electronics,746,144,Clothing,825,732,Books,528,487,Sports,369,651,Electronics,833,865,Sports,387,38,Books,556,461,Clothing,567,676,Clothing,31,559,Clothing,698,147,Home,640,849,Electronics,623,205,Books,726,826,Home,38,446,Sports,73,213,Clothing,415
Sports,246,680,Sports,17,354,Books,207,401,Electronics,197,283,Clothing,726,671,Sports,126,687,Electronics,394,414,Home,678,729,Clothing,910,135,Books,382,871,Electronics,696,524,Home,721,527,Home,231,54,Electronics,808,141,Sports,27,306,Sports,445,808,Sports,371
Electronics,303,9,Sports,368,251,Sports,789,498,Clothing,267,457,Electronics,476,697,Sports,954,861,Books,978,154,Electronics,617,708,Books,811,385,Electronics,634,130,Clothing,793,592,Sports,645,410,Books,629,414,Clothing,486,85,Books,280,109,Sports,604,793,Electronics,802
Electronics,405,178,Sports,709,376,Books,165,594,Home,51,622,Clothing,278,128,Books,547,539,Electronics,589,482,Electronics,364,655,Home,171,489,Electronics,935,201,Books,554,131,Books,690,824,Electronics,930,731,Books,4,544,Electronics,917,558,Home,519,117,Clothing,687
Sports,788,796,Books,189,989,Books,124,288,Clothing,733,66,Home,853,666,Sports,197,1,Clothing,401,84,Sports,17,928,Sports,177,387,Clothing,31,263,Electronics,613,701,Sports,834,90,Sports,558,149,Home,596,649,Books,337,342,Electronics,343,6,Books,463
Clothing,663,395,Electronics,644,245,Electronics,734,663,Sports,368,574,Home,876,828,Electronics,203,909,Home,848,124,Books,827,385,Clothing,945,231,Clothing,585,352,Clothing,782,759,Sports,198,662,Home,678,18,Home,436,462,Electronics,347,598,Home,24,400,Books,51
Clothing,708,628,Books,248,18,Books,901,134,Books,366,71,Sports,950,918,Home,217,963,Sports,853,23,Home,714,825,Sports,461,871,Electronics,109,993,Clothing,324,977,Home,307,884,Electronics,329,387,Home,345,765,Sports,276,214,Sports,647,289,Books,599
Clothing,917,608,Sports,150,715,Clothing,273,797,Electronics,459,904,Books,842,838,Clothing,116,65,Clothing,637,864,Home,562,348,Clothing,612,647,Books,435,89,Home,962,977,Sports,615,610,Electronics,865,95,Electronics,37,617,Books,792,508,Sports,742,379,Books,174
Electronics,21,331,Sports,714,716,Sports,382,831,Clothing,238,678,Books,821,340,Sports,712,980,Home,204,414,Home,318,182,Electronics,947,767,Books,938,368,Electronics,573,713,Clothing,308,952,Clothing,453,174,Home,445,430,Clothing,661,858,Sports,685,747,Books,615
Home,257,856,Clothing,213,485,Electronics,474,454,Sports,336,518,Sports,294,700,Electronics,957,616,Sports,848,666,Clothing,266,790,Books,137,900,Home,980,54,Home,887,590,Home,30,159,Books,350,387,Home,804,755,Home,983,244,Books,743,458,Electronics,495
Clothing,399,56,Home,217,2,Electronics,354,225,Electronics,345,632,Sports,537,811,Clothing,911,698,Home,828,875,Electronics,24,799,Sports,153,570,Sports,33,487,Sports,554,784,Clothing,923,54,Electronics,975,488,Books,532,11,Clothing,452,206,Books,669,824,Home,484
Electronics,529,207,Books,6,950,Sports,97,637,Electronics,946,571,Electronics,253,894,Clothing,743,218,Clothing,270,728,Books,721,607,Clothing,872,987,Books,514,374,Sports,852,56,Electronics,481,845,Electronics,903,578,Electronics,513,799,Books,728,928,Clothing,489,34,Home,844
Electronics,51,105,Electronics,670,376,Clothing,82,608,Electronics,323,787,Clothing,103,463,Sports,579,972,Sports,266,696,Sports,618,264,Sports,313,966,Home,19,623,Sports,509,496,Clothing,829,170,Sports,619,23,Electronics,88,925,Clothing,366,235,Books,789,151,Sports,361
Home,447,547,Sports,861,914,Books,537,849,Books,707,591,Clothing,910,498,Sports,540,710,Books,785,67,Clothing,188,736,Books,307,806,Electronics,368,600,Clothing,381,727,Home,252,533,Clothing,429,188,Home,960,71,Sports,898,301,Sports,148,209,Electronics,2
Sports,270,721,Books,587,566,Books,361,900,Sports,65,952,Home,752,413,Sports,92,630,Clothing,915,856,Sports,904,476,Electronics,619,87,Clothing,473,982,Books,462,940,Home,936,783,Clothing,750,724,Sports,701,616,Clothing,107,464,Home,769,751,Electronics,617
Sports,827,793,Home,395,166,Clothing,61,752,Electronics,12,237,Home,547,927,Books,845,946,Electronics,905,927,Home,403,333,Books,337,86,Sports,896,753,Clothing,128,37,Clothing,23,970,Clothing,590,121,Electronics,864,862,Home,825,156,Electronics,142,902,Clothing,729
Clothing,595,881,Books,763,865,Home,94,826,Books,903,156,Sports,585,394,Electronics,441,777,Sports,704,278,Clothing,463,447,Sports,15,851,Clothing,959,933,Home,958,791,Sports,922,96,Books,51,334,Electronics,167,487,Home,399,727,Clothing,85,174,Home,184
Clothing,818,355,Home,304,329,Sports,805,927,Books,939,990,Books,166,50,Sports,6,632,Home,174,762,Home,982,995,Books,584,142,Clothing,96,197,Electronics,471,45,Sports,782,541,Clothing,318,438,Sports,419,22,Clothing,569,358,Books,201,28,Sports,755
Home,636,659,Books,558,655,Clothing,980,918,Books,814,987,Books,446,846,Clothing,260,183,Clothing,699,121,Home,651,911,Sports,130,300,Clothing,983,979,Clothing,387,482,Books,456,303,Electronics,763,894,Books,397,38,Books,104,588,Books,398,972,Home,674
Clothing,802,489,Clothing,411,448,Books,365,411,Clothing,352,138,Electronics,613,254,Books,372,676,Home,710,918,Electronics,940,717,Sports,517,351,Books,607,847,Electronics,115,955,Sports,493,278,Home,355,45,Books,221,274,Electronics,244,488,Home,971,948,Sports,305
Home,262,799,Books,403,92,Sports,962,374,Books,790,173,Home,516,521,Electronics,613,404,Books,888,888,Sports,909,384,Clothing,304,953,Electronics,681,923,Home,702,719,Home,469,847,Books,135,824,Home,266,824,Electronics,537,422,Electronics,986,464,Electronics,573
Electronics,365,593,Clothing,854,520,Sports,758,85,Sports,332,863,Electronics,847,344,Home,610,906,Home,383,184,Home,364,477,Clothing,2,398,Clothing,815,337,Home,846,118,Books,563,851,Sports,308,145,Home,30,200,Home,533,864,Clothing,405,306,Home,812
Clothing,49,503,Home,860,252,Books,653,84,Home,902,705,Clothing,413,229,Sports,645,650,Clothing,176,827,Books,494,175,Books,129,962,Sports,967,55,Books,814,285,Sports,176,291,Electronics,37,643,Electronics,64,155,Books,553,420,Home,18,29,Home,585
Electronics,518,50,Sports,827,942,Clothing,889,482,Clothing,550,178,Sports,714,604,Sports,488,159,Sports,978,265,Home,720,56,Sports,467,92,Books,288,502,Books,646,475,Electronics,865,83,Electronics,901,299,Clothing,778,909,Sports,700,634,Home,347,228,Electronics,910
Books,629,87,Sports,380,612,Home,765,343,Electronics,167,416,Books,801,211,Home,734,84,Clothing,609,855,Sports,990,620,Clothing,843,101,Electronics,376,641,Books,965,898,Home,994,927,Home,69,215,Books,611,48,Electronics,840,176,Clothing,174,845,Electronics,828
Home,118,703,Books,452,39,Sports,296,272,Books,742,957,Home,135,541,Sports,169,985,Electronics,645,855,Sports,770,511,Home,333,841,Clothing,19,290,Books,952,237,Sports,514,674,Home,883,239,Sports,97,850,Home,164,637,Electronics,961,804,Home,217
Books,453,303,Electronics,229,436,Sports,682,6,Clothing,444,144,Home,757,916,Electronics,880,941,Electronics,63,660,Books,873,636,Clothing,703,895,Clothing,710,991,Sports,267,312,Electronics,397,867,Clothing,860,615,Sports,977,919,Home,30,251,Books,327,652,Home,365
Clothing,775,1,Books,694,648,Sports,852,464,Clothing,617,902,Sports,593,51,Books,75,287,Home,796,283,Books,689,862,Clothing,235,389,Electronics,230,428,Electronics,561,550,Sports,161,453,Electronics,289,485,Sports,928,477,Home,329,151,Clothing,563,976,Sports,683
Electronics,865,381,Clothing,505,362,Clothing,838,519,Sports,597,450,Sports,772,783,Clothing,799,751,Home,299,539,Electronics,703,369,Sports,844,707,Books,800,626,Books,265,948,Books,919,535,Clothing,174,22,Electronics,215,200,Clothing,145,203,Home,756,298,Sports,495
Clothing,973,954,Clothing,595,946,Sports,971,14,Electronics,190,830,Home,458,309,Home,907,265,Clothing,520,61,Sports,105,64,Home,618,324,Home,88,694,Home,606,569,Books,413,5,Sports,550,439,Electronics,241,907,Clothing,705,349,Home,576,265,Sports,935
Books,947,650,Home,145,562,Books,750,3,Home,92,746,Home,193,168,Electronics,64,629,Home,122,797,Electronics,451,152,Home,879,134,Home,696,212,Books,587,982,Home,522,165,Sports,746,474,Electronics,718,543,Electronics,175,224,Electronics,441,613,Books,93
Clothing,886,648,Books,50,83,Books,921,737,Home,992,322,Books,362,448,Electronics,190,361,Home,418,452,Books,17,143,Home,112,339,Books,906,594,Books,62,116,Clothing,693,545,Clothing,761,507,Books,589,332,Electronics,759,500,Home,474,957,Sports,668
Sports,641,362,Home,424,766,Electronics,170,817,Clothing,667,963,Books,340,691,Home,804,984,Home,749,948,Books,546,744,Home,78,101,Home,243,992,Books,825,630,Clothing,486,512,Home,565,517,Books,513,670,Clothing,957,807,Home,446,296,Clothing,375
Books,397,381,Electronics,100,708,Sports,906,804,Clothing,817,659,Sports,455,315,Books,382,260,Sports,506,271,Clothing,464,927,Clothing,736,670,Clothing,846,337,Sports,326,469,Electronics,291,333,Clothing,975,223,Books,909,169,Books,977,965,Sports,474,821,Electronics,275
Clothing,683,666,Sports,343,27,Home,863,487,Electronics,881,772,Clothing,777,996,Books,12,997,Electronics,208,135,Home,811,345,Books,867,243,Books,8,549,Sports,63,133,Sports,901,699,Sports,591,243,Clothing,39,669,Clothing,655,901,Sports,664,715,Clothing,530
Electronics,27,162,Sports,882,589,Electronics,299,797,Clothing,527,377,Clothing,544,96,Clothing,600,685,Sports,425,84,Electronics,931,192,Books,924,672,Home,22,239,Sports,499,10,Home,110,258,Books,628,480,Clothing,320,290,Sports,234,844,Books,571,73,Sports,669
Clothing,711,19,Books,732,806,Sports,708,999,Books,801,555,Sports,284,377,Clothing,595,920,Clothing,78,201,Clothing,213,808,Clothing,205,5,Sports,963,748,Books,219,572,Books,750,119,Sports,905,560,Home,176,966,Books,739,278,Electronics,387,65,Books,606
Electronics,372,974,Home,651,767,Sports,896,388,Home,96,146,Sports,220,916,Clothing,227,462,Books,180,368,Clothing,430,636,Electronics,875,411,Books,119,712,Clothing,947,859,Electronics,522,62,Electronics,460,649,Clothing,968,364,Sports,190,379,Clothing,903,963,Books,788
Sports,899,840,Home,890,21,Clothing,857,487,Books,814,978,Electronics,62,789,Books,129,456,Electronics,145,989,Clothing,115,467,Electronics,511,824,Clothing,65,439,Electronics,827,861,Clothing,338,760,Books,472,966,Books,429,591,Clothing,905,681,Clothing,324,868,Sports,656
Clothing,826,243,Electronics,526,218,Clothing,668,168,Sports,226,623,Clothing,2,228,Sports,518,625,Clothing,241,843,Books,826,39,Home,377,926,Books,729,419,Electronics,975,804,Clothing,143,652,Clothing,197,795,Home,840,292,Electronics,877,364,Home,506,765,Electronics,157
Sports,857,129,Home,13,45,Books,920,937,Clothing,500,174,Home,636,796,Sports,962,859,Home,901,322,Clothing,88,312,Books,731,120,Electronics,189,796,Sports,277,416,Sports,765,397,Electronics,86,413,Sports,125,760,Electronics,392,667,Clothing,500,557,Electronics,674
Books,97,176,Clothing,856,954,Electronics,611,406,Electronics,630,877,Electronics,900,764,Sports,826,893,Books,413,408,Home,351,777,Home,748,421,Books,3,851,Books,307,921,Sports,601,468,Electronics,163,24,Electronics,106,677,Home,928,174,Electronics,301,685,Books,133
Electronics,529,409,Clothing,762,407,Electronics,809,463,Sports,199,758,Electronics,253,38,Home,20,234,Books,147,322,Clothing,846,2,Home,830,824,Clothing,186,43,Electronics,405,586,Home,106,830,Clothing,751,844,Home,650,637,Home,419,547,Sports,40,461,Books,284
Books,685,792,Clothing,848,694,Electronics,317,132,Sports,653,814,Sports,593,182,Home,121,181,Books,119,361,Sports,184,815,Sports,954,823,Sports,613,276,Electronics,236,618,Electronics,828,594,Books,894,239,Sports,582,884,Sports,540,474,Sports,623,216,Home,351
Electronics,974,943,Books,924,798,Books,892,506,Electronics,693,725,Books,326,646,Home,874,478,Sports,154,890,Clothing,170,202,Home,289,631,Sports,767,225,Books,143,595,Sports,118,381,Electronics,886,521,Clothing,524,180,Home,589,214,Clothing,411,671,Clothing,246
Sports,613,84,Clothing,990,479,Home,645,978,Sports,167,917,Electronics,520,837,Home,524,370,Clothing,891,844,Books,656,316,Clothing,993,902,Clothing,254,305,Books,666,301,Electronics,461,303,Home,658,878,Clothing,845,419,Books,508,211,Electronics,224,887,Home,398
Home,186,376,Clothing,172,863,Home,865,633,Books,946,615,Sports,942,967,Books,522,78,Sports,861,511,Books,860,526,Home,233,952,Electronics,166,264,Home,467,651,Home,874,814,Clothing,627,277,Clothing,766,371,Home,736,511,Home,903,406,Clothing,5
Clothing,696,222,Sports,489,656,Home,651,236,Sports,966,158,Electronics,140,365,Home,816,680,Sports,331,918,Sports,955,64,Books,38,764,Electronics,210,766,Home,638,509,Books,548,479,Electronics,544,339,Home,895,769,Sports,947,483,Clothing,972,223,Sports,727
Sports,950,325,Books,831,564,Electronics,264,23,Electronics,115,704,Books,639,623,Clothing,871,826,Electronics,812,709,Sports,678,494,Clothing,265,738,Books,698,96,Electronics,954,886,Sports,989,653,Books,847,56,Sports,271,262,Sports,774,266,Books,967,175,Electronics,506
